Credit_Score,Property_Price,Loan_Amount_Requested,Number_of_Defaults,Income,Property_Location,Applicant_Location,Loan_Sanction_Amount
676,5247628,4102690,0,515118,Urban,CityB,2791352
700,5349669,2621252,0,807996,Rural,CityD,2259766
740,2295917,1096982,0,474804,Rural,CityA,1023469
641,3842164,778126,0,201866,Rural,CityC,1191261
490,4066015,3003746,0,442263,Urban,CityA,1894349
645,4774011,3677548,0,500726,Urban,CityA,2195407
674,2899966,2035025,0,642628,Urban,CityB,1657195
636,3048401,1783108,0,813366,Urban,CityA,1573901
639,4884340,1807845,0,764592,Urban,CityC,1695857
479,5311738,3976949,0,257173,Rural,CityC,2287705
685,6479294,4523367,1,272926,Semi-Urban,CityC,2543830
627,7149135,4908027,2,661433,Rural,CityA,3340707
544,5792388,2947398,3,592662,Urban,CityA,2296429
589,4448402,662742,0,672400,Urban,CityB,1475517
589,6037581,712183,0,802632,Urban,CityA,1834595
692,3802480,980741,1,378448,Urban,CityD,1308002
689,5320727,875854,0,622622,Semi-Urban,CityA,1764430
756,7684964,4776772,0,916875,Urban,CityA,3146337
695,7210361,5016528,1,703819,Semi-Urban,CityB,3148227
555,4546422,2174685,0,515522,Rural,CityC,1896882
551,6455546,3407817,0,675398,Urban,CityB,2443426
729,4418124,1905079,1,768576,Semi-Urban,CityA,1931675
759,4077341,3076892,0,532009,Semi-Urban,CityD,2262828
633,2585994,1367910,0,552945,Rural,CityB,1227233
689,5805335,3101516,0,707864,Urban,CityA,2530961
544,5458911,3824538,0,432677,Rural,CityA,2209537
513,6476741,2387432,0,755793,Urban,CityC,2370912
567,6208883,899522,0,872653,Rural,CityD,1911490
624,4550719,2812813,0,632015,Urban,CityB,2130578
613,6294652,4349180,0,451217,Semi-Urban,CityB,2783804
633,7821096,3630267,0,467569,Rural,CityD,2856351
615,8451926,3611940,0,752152,Urban,CityA,2966266
697,6158684,1041045,0,462388,Semi-Urban,CityB,1912803
749,5432714,1734561,0,520181,Urban,CityA,1805854
652,5582996,1290623,1,358462,Urban,CityB,1590263
792,5125085,3193940,0,306192,Urban,CityC,2091784
605,4136647,878030,0,752048,Urban,CityA,1395052
613,7365937,4266657,0,557611,Urban,CityC,3246766
677,6143760,2509540,0,230219,Urban,CityC,2058115
625,5219745,537508,0,650305,Urban,CityC,1632485
732,7231431,4278379,1,420323,Semi-Urban,CityB,2871614
605,6259597,4100191,0,797599,Urban,CityB,3087619
742,3115583,1049772,0,446375,Urban,CityD,1338125
663,6854958,2975979,0,642619,Semi-Urban,CityC,2838737
829,4385853,588150,0,570982,Urban,CityB,1420270
617,3023627,781908,0,722203,Urban,CityA,1125722
635,5434789,3192286,0,600686,Rural,CityB,2151101
660,4534705,901482,1,510568,Rural,CityC,1457428
497,3883291,1015145,0,545191,Urban,CityA,1308465
692,7375321,4324529,0,701561,Rural,CityD,3281218
683,5089583,752525,0,771354,Urban,CityD,1677100
657,4921664,3004837,0,1051783,Semi-Urban,CityA,2509514
541,4622952,2492791,0,394944,Urban,CityA,1699875
541,4410527,2454221,0,597135,Semi-Urban,CityA,1986709
691,5283169,1717172,0,740393,Urban,CityD,1978253
732,4518284,2154815,0,762612,Rural,CityB,1804888
761,9857515,1529372,0,972001,Semi-Urban,CityC,3092868
587,3418437,1022664,0,437297,Urban,CityC,1263363
577,5175865,1252591,1,469356,Urban,CityA,1374594
630,4294590,1966680,0,788169,Rural,CityC,1703274
511,3946189,2196238,0,725994,Urban,CityB,1517636
608,3998092,2121231,0,688482,Rural,CityB,1888001
709,5041483,975759,1,150939,Rural,CityC,1464736
764,6396792,1446371,0,275637,Semi-Urban,CityB,2045849
669,6791760,3043250,0,613823,Semi-Urban,CityB,2563149
764,6044962,689333,0,266434,Rural,CityD,1691555
678,4364477,2685448,0,598990,Rural,CityC,2189110
663,7882607,4057155,0,476812,Semi-Urban,CityC,2992882
637,7666600,1619058,0,632790,Urban,CityA,2137682
663,7644737,5673299,0,948462,Urban,CityB,3338719
632,4292820,2063164,0,623513,Rural,CityB,1645943
640,5932152,4736431,0,971726,Semi-Urban,CityC,2970978
603,6065381,786237,0,408045,Urban,CityA,1476914
668,5877399,3932347,0,313088,Urban,CityB,2782404
651,5853132,902357,0,470981,Urban,CityD,1692444
546,5823534,4415245,0,404615,Urban,CityB,2768295
633,4546353,1604886,0,575459,Semi-Urban,CityB,1771727
590,6810976,3859294,0,655294,Semi-Urban,CityA,3000093
506,7066500,4241488,0,357498,Urban,CityD,2452956
683,5954426,3567709,1,513640,Urban,CityD,2574640
759,5082946,2977417,0,830392,Rural,CityD,2528904
815,5608726,606611,0,358166,Rural,CityD,1781009
759,6872686,1747950,0,259778,Rural,CityC,2126848
589,4808778,3164610,0,363444,Semi-Urban,CityC,2095179
732,6049153,3937268,0,133160,Urban,CityA,2699926
728,3897124,2576636,0,599824,Rural,CityD,1772629
510,5568824,587400,0,589098,Urban,CityA,1396483
710,3088007,398175,0,149982,Urban,CityA,918180
693,3294629,499724,0,290253,Semi-Urban,CityA,927335
661,8132723,5787436,0,829227,Semi-Urban,CityA,4071253
670,5197470,2256780,1,700959,Urban,CityD,2084553
654,6655572,4074583,0,678999,Urban,CityA,2718209
764,984738,248963,0,527767,Urban,CityC,652438
621,4643452,2641572,0,790103,Urban,CityD,2154014
636,4736325,1945772,1,371986,Rural,CityC,1496590
650,4162642,3297013,0,960808,Urban,CityD,2092646
669,5209483,1564792,1,923402,Semi-Urban,CityD,2015275
526,3700482,651083,0,815053,Semi-Urban,CityA,1174321
747,6883792,3323707,0,464217,Urban,CityA,2502919
665,5988399,3454229,0,737786,Semi-Urban,CityC,2478124
689,3283466,637991,0,455147,Urban,CityD,1031812
663,5726982,2734467,0,713629,Semi-Urban,CityD,2162554
636,5471780,3398379,0,861138,Semi-Urban,CityA,2537343
625,7416322,1322259,0,874052,Urban,CityD,2104139
656,6583803,4279274,0,579727,Urban,CityC,2757706
660,3322520,1597837,1,445671,Semi-Urban,CityC,1217851
730,3834237,411671,0,660269,Rural,CityC,1184390
674,6491653,3326119,0,668652,Urban,CityB,2558712
640,3017730,2001567,0,760384,Rural,CityB,1573521
789,5899853,4682478,0,373952,Semi-Urban,CityC,2597387
560,3982478,3161756,0,939038,Urban,CityC,1910005
556,5763418,2246380,0,202646,Rural,CityD,1648683
674,5807397,732513,0,680620,Urban,CityB,1816287
635,5561800,4334247,0,230331,Urban,CityB,2530585
525,3879774,986928,0,900609,Urban,CityC,1448589
628,5050307,3881202,1,562187,Rural,CityB,2475575
600,6830334,5298706,0,751137,Semi-Urban,CityC,3431334
729,4723100,1557847,0,687235,Urban,CityC,1695009
606,5670012,3594390,1,956914,Rural,CityB,2837364
723,7473122,4053012,0,495739,Urban,CityB,3086157
682,7864293,5446035,0,504351,Urban,CityD,3709246
635,7332034,5631583,1,965085,Semi-Urban,CityC,3319734
651,5214167,1272585,0,596144,Semi-Urban,CityA,1814065
680,5154205,1992312,0,652349,Urban,CityA,2144141
488,4735100,2888363,0,605909,Semi-Urban,CityD,1807289
672,4231899,2170724,0,553074,Urban,CityD,1860863
623,4754075,3607569,1,301042,Rural,CityC,2048078
775,2883551,1190391,0,990438,Rural,CityB,1468971
601,5867037,3123075,0,436267,Urban,CityB,2099999
729,4573047,721360,0,260622,Urban,CityA,1398267
473,6696897,1749826,1,563023,Urban,CityB,1931873
707,6575005,1218945,1,364871,Semi-Urban,CityA,1904619
669,7089524,4513776,0,833624,Semi-Urban,CityA,2897981
632,3834786,435202,1,421759,Semi-Urban,CityA,939685
641,4659987,3535526,0,789458,Semi-Urban,CityB,2509261
631,3904681,2675186,0,542050,Semi-Urban,CityA,1917971
679,2661357,1531096,0,681893,Rural,CityD,1295333
640,3994696,479584,0,724918,Rural,CityC,1405413
524,3810889,1069063,0,608971,Urban,CityC,1167486
636,6695908,1308363,0,672650,Semi-Urban,CityD,1950240
806,891287,532534,0,668379,Rural,CityA,811729
653,5765472,856900,0,1142043,Rural,CityD,1827861
670,4619571,3339588,0,272234,Semi-Urban,CityB,1917520
619,4313506,2105245,0,634810,Semi-Urban,CityC,1651283
662,4540945,782733,1,988299,Semi-Urban,CityA,1510363
662,5698636,2406921,0,981272,Rural,CityB,2108048
631,4853037,967645,0,640233,Rural,CityD,1644136
710,8567359,3394393,0,445676,Semi-Urban,CityB,3022248
585,5295269,3175632,0,353718,Rural,CityC,1942267
640,4293735,2522164,1,588642,Rural,CityA,1921663
685,4205487,1445445,0,534799,Urban,CityC,1628834
631,4675736,1609068,1,565249,Urban,CityA,1545994
564,7385835,1132154,0,761364,Urban,CityD,1878290
689,5814671,937667,0,1103212,Semi-Urban,CityA,2019780
581,7065556,953262,0,710729,Urban,CityD,1945426
618,3103684,472174,1,954503,Rural,CityB,1107668
592,4269287,1577769,0,877257,Semi-Urban,CityC,1780040
642,5104443,3427429,0,608236,Rural,CityC,2462709
619,4699238,1592214,0,1128248,Urban,CityD,1921971
616,6054459,2750436,0,792776,Rural,CityC,2329871
697,6577251,3528307,0,614433,Semi-Urban,CityA,2736425
773,4450815,2268589,0,686695,Urban,CityA,2006683
624,691925,134035,0,420138,Semi-Urban,CityC,427176
686,3615771,1929339,0,957017,Urban,CityD,1854403
625,3199238,1489724,0,404486,Urban,CityC,1215903
656,5873781,3677191,0,223424,Urban,CityC,2182277
728,8065205,4621158,0,585670,Semi-Urban,CityC,3229819
653,5514612,2400348,0,750644,Rural,CityD,2402896
592,7729660,5946380,0,708152,Semi-Urban,CityB,3868809
598,5507025,1556514,0,744132,Rural,CityB,1699955
606,6684462,3993652,0,596575,Semi-Urban,CityA,2643057
649,5486170,1322986,0,383925,Urban,CityD,1667926
710,6133062,3462314,0,852706,Urban,CityD,2640703
554,3609511,991392,1,795277,Urban,CityB,1153663
577,4534858,1108198,0,1106669,Semi-Urban,CityC,1790787
585,7262167,2607990,0,613640,Urban,CityD,2359297
527,6394564,2917198,0,604164,Semi-Urban,CityD,2253160
742,2967214,1711038,0,793021,Urban,CityD,1489531
647,6612674,2094344,2,723122,Urban,CityD,1965013
783,6847504,2517387,0,753754,Rural,CityA,2759235
550,4586597,2901710,0,866786,Semi-Urban,CityA,2053705
740,5501065,1820971,0,490772,Rural,CityD,2073580
600,4138909,598733,1,498007,Semi-Urban,CityD,1140561
621,5462596,722555,0,334247,Urban,CityD,1361826
580,5235674,1018065,0,458553,Semi-Urban,CityA,1578324
583,4422046,1895559,0,809027,Urban,CityB,1846017
557,4939209,1821940,2,859119,Semi-Urban,CityC,1843742
665,4186194,2397178,0,570348,Urban,CityC,1995292
558,6033455,1006237,0,885535,Urban,CityD,1710827
633,4033661,860232,0,628701,Semi-Urban,CityB,1324972
649,5531064,4305384,0,591861,Urban,CityC,2411227
696,5421215,2152979,1,394454,Rural,CityC,2015282
657,3817777,2829878,1,360876,Urban,CityA,1695268
672,4401782,1162255,0,490656,Semi-Urban,CityC,1416848
686,5468770,4308205,0,534070,Urban,CityB,2662889
648,7061637,1331414,0,552471,Semi-Urban,CityC,2130951
675,4039246,2609135,0,772340,Rural,CityD,1837167
581,4814218,3786104,0,1131707,Urban,CityB,2853379
595,4720621,2081409,0,731416,Urban,CityC,1841680
782,2369890,1049672,0,587677,Semi-Urban,CityA,1310852
649,4778170,1063631,1,1027352,Rural,CityC,1606345
600,6127881,3224851,0,671785,Semi-Urban,CityD,2491508
746,6171978,1666542,0,787069,Rural,CityB,2392876
639,4279948,2575493,0,361930,Semi-Urban,CityD,1773004
604,5803565,2506249,0,713527,Rural,CityC,2254769
548,4626722,1215309,0,602171,Urban,CityC,1602536
704,5536298,2338953,2,369068,Semi-Urban,CityB,2061423
573,6403962,750705,0,348486,Urban,CityB,1572153
612,4004372,672702,0,785765,Urban,CityB,1392153
695,5719605,978158,1,342466,Rural,CityA,1465782
662,2540242,946125,0,299336,Urban,CityD,891553
643,6463008,3885406,0,506196,Urban,CityC,2707926
635,2681299,367385,0,724913,Rural,CityB,976734
730,4904403,533312,0,781824,Semi-Urban,CityA,1639244
806,4715535,958333,0,732929,Urban,CityB,1688946
611,6292506,4755075,0,567768,Rural,CityA,2648162
689,7683778,5424859,0,751902,Urban,CityC,3923979
785,4717977,1801153,0,338879,Semi-Urban,CityD,1633239
725,5012883,1067272,0,94658,Semi-Urban,CityA,1559553
601,3412030,1188673,0,277901,Semi-Urban,CityB,1111887
619,5847762,4411451,0,291046,Rural,CityA,2832892
608,6496966,3576475,0,983995,Rural,CityA,2707128
586,6764857,2907183,1,444326,Urban,CityA,2100498
606,3505873,1338042,2,892157,Urban,CityA,1467775
668,3689766,2684629,0,781184,Semi-Urban,CityC,1914701
608,6356929,4967501,0,770267,Semi-Urban,CityA,2816412
711,6408759,4134116,0,577250,Semi-Urban,CityA,3106572
658,1925010,1315437,0,692538,Urban,CityD,1060362
622,3775158,1189033,0,752925,Rural,CityA,1538352
712,1707661,1293830,1,593116,Urban,CityB,971954
672,4713225,1964892,1,209405,Urban,CityA,1686099
668,5212534,1175499,1,708132,Urban,CityA,1627276
722,5523701,2858027,0,466416,Urban,CityB,2234887
690,5678104,3286898,0,446090,Rural,CityB,2145030
642,5985893,2431114,0,875357,Urban,CityC,2563239
715,4848909,1752111,0,769559,Semi-Urban,CityA,2104444
671,2732177,1620237,0,581780,Urban,CityB,1337599
850,5320653,1499460,0,367034,Urban,CityA,2016863
726,6126751,3556231,0,551212,Urban,CityB,2531128
730,2881312,1447699,0,610396,Urban,CityD,1278958
740,3548324,1186932,0,683942,Semi-Urban,CityC,1478078
655,6801813,3902086,0,549674,Urban,CityC,2651097
741,7445228,968081,0,845853,Semi-Urban,CityB,2075927
651,4302412,2083132,0,473195,Urban,CityD,1769943
591,3043539,1573265,0,368798,Urban,CityB,1208995
610,4102464,1235062,0,706559,Urban,CityB,1466644
686,3756567,1312534,0,977626,Urban,CityA,1636131
540,4314158,3037655,0,683478,Semi-Urban,CityC,2204155
664,6234142,3326287,0,745363,Semi-Urban,CityA,2704200
599,2116869,1159958,0,687607,Rural,CityD,1104196
700,1934676,335139,1,534471,Semi-Urban,CityC,844028
597,7914431,2109532,0,765843,Semi-Urban,CityD,2589840
781,3793346,2289271,1,478107,Rural,CityA,1646632
703,6775487,3995023,1,362878,Urban,CityC,2488525
561,2232124,921053,0,310499,Semi-Urban,CityD,873087
773,6287906,801561,0,344541,Urban,CityA,1936825
634,2879090,389476,0,472708,Rural,CityA,920781
599,3518974,569907,0,1024358,Semi-Urban,CityC,1230216
578,2905010,2048115,1,903778,Urban,CityD,1610299
689,5817089,1135882,0,575582,Urban,CityB,1892064
755,3438210,1928090,0,675981,Urban,CityA,1873862
609,3502366,1764759,0,837527,Urban,CityD,1672968
580,6010480,3658080,0,707232,Urban,CityB,2461406
570,7351843,3733253,1,354927,Urban,CityD,2394824
754,5643982,1273240,0,1322655,Rural,CityA,2110223
766,5391562,3309656,1,779790,Urban,CityC,2440880
625,6169774,3188606,0,777942,Urban,CityC,2614794
687,7501667,3618275,0,385881,Urban,CityB,2708417
649,4627522,2818097,0,632517,Semi-Urban,CityD,2215392
645,3533230,1129796,0,571883,Rural,CityC,1358663
717,7764642,1160234,2,324875,Urban,CityC,2132312
680,7122352,1152039,1,596765,Rural,CityC,1902199
673,3178806,1047128,0,614448,Urban,CityA,1232192
629,6219892,1630717,0,293693,Rural,CityA,1660150
707,5611274,3500044,0,545013,Semi-Urban,CityC,2434513
630,4893484,2570778,1,638998,Semi-Urban,CityB,2180913
653,3271438,545682,0,526122,Urban,CityB,1133157
665,2883752,1741490,1,903920,Urban,CityB,1365564
565,4178655,3097505,0,296620,Urban,CityC,2030553
629,4891941,3312168,0,605105,Urban,CityC,2345059
628,7461574,4262919,0,749134,Urban,CityB,3359431
657,2901613,1867619,0,616073,Urban,CityD,1456491
572,6527335,1338671,0,427759,Semi-Urban,CityA,1666548
566,5319363,775876,0,590786,Urban,CityA,1599949
763,6223888,3881129,0,906205,Urban,CityB,2895377
730,8033864,6341510,2,873983,Semi-Urban,CityC,3628913
712,4334642,1162422,0,454542,Urban,CityA,1452409
777,5206862,2568832,0,852369,Semi-Urban,CityB,2288003
679,2477451,387914,0,466703,Semi-Urban,CityA,855884
643,3995247,1968980,0,589780,Urban,CityD,1583033
683,7342580,3049414,0,469210,Semi-Urban,CityD,2528415
518,8036999,2157023,1,170088,Rural,CityA,2075994
573,5250769,2603149,0,476691,Urban,CityB,1809304
703,4921700,2745302,0,650628,Urban,CityB,2202078
652,5691243,4201104,0,811389,Semi-Urban,CityC,2697313
560,5445540,3527897,0,412675,Urban,CityA,2497336
696,8378830,6567158,0,799193,Semi-Urban,CityB,4412858
719,3484385,1428259,0,297750,Urban,CityC,1211016
696,2472569,491337,0,348394,Rural,CityD,813685
647,3882520,1502449,0,443398,Semi-Urban,CityC,1384091
591,2933367,1920206,0,650554,Semi-Urban,CityB,1293681
657,5170333,1280824,0,875581,Semi-Urban,CityA,1686397
679,5084516,1139780,0,827696,Urban,CityB,1706768
624,2760089,1522386,0,967307,Semi-Urban,CityA,1396460
692,4950587,3776930,0,833332,Urban,CityA,2505019
672,4559335,1762111,0,899083,Rural,CityD,1898014
673,5359807,3150550,0,460837,Semi-Urban,CityD,2232811
507,4038594,1545898,1,397270,Semi-Urban,CityA,1269845
725,4399239,1517171,0,796846,Urban,CityA,1652449
770,4568183,882017,0,842074,Rural,CityA,1522779
621,6993368,796816,0,583077,Urban,CityC,1806420
546,3297413,605964,1,858794,Urban,CityD,1133699
694,4126260,1695763,0,748187,Rural,CityD,1874469
617,5097262,3113659,0,769724,Urban,CityC,2407331
582,4891070,672929,0,828329,Urban,CityD,1422726
735,6734494,1718424,0,606972,Urban,CityB,2399627
553,4544999,553332,0,476030,Rural,CityC,1280473
700,5519723,3771776,0,512049,Urban,CityC,2689439
562,5049137,1854614,0,474613,Rural,CityD,1654010
752,3719178,1112798,1,790738,Urban,CityA,1639243
686,4538910,2943801,1,562045,Semi-Urban,CityD,2227359
631,4956884,1463433,0,365376,Urban,CityC,1502922
660,3801446,1127403,0,687652,Rural,CityD,1555948
690,8894380,6710818,0,880108,Urban,CityB,3831079
708,5335170,1146797,0,1040306,Semi-Urban,CityD,1911631
707,6568351,831140,0,228380,Urban,CityA,1720422
688,7498655,5768189,0,497633,Semi-Urban,CityB,3214601
616,8006565,2516418,0,538672,Urban,CityC,2461632
696,2295343,894847,0,524448,Rural,CityA,1006514
558,4038478,2656327,0,413827,Semi-Urban,CityB,1719044
720,2898089,1012387,0,471644,Urban,CityC,1258532
711,4264034,739386,0,556532,Urban,CityC,1428451
747,4465159,2912313,1,620559,Urban,CityC,1957253
608,2792320,532582,0,312619,Rural,CityD,892266
663,6665507,1590576,0,525986,Semi-Urban,CityD,2047209
710,6912138,1367187,0,475285,Urban,CityB,1900145
672,3939173,1005126,0,585608,Rural,CityD,1506926
620,6020762,1593954,0,618764,Urban,CityA,2029452
671,6281076,3821927,0,363674,Semi-Urban,CityB,2530108
654,5992334,998747,0,584779,Semi-Urban,CityA,1915761
719,2962848,1682218,0,432896,Semi-Urban,CityA,1286465
606,8668067,6394022,0,612916,Urban,CityC,4072878
673,8130821,4398762,0,834085,Rural,CityB,3025084
670,4266147,1432654,0,532130,Urban,CityB,1611466
703,4305224,2960337,0,456590,Urban,CityC,2187962
644,3003846,2189787,0,747857,Urban,CityC,1796614
658,5922254,2637896,0,399730,Rural,CityD,2073513
645,4995211,2469821,0,659876,Urban,CityB,2107939
652,5723009,2898499,0,511405,Semi-Urban,CityC,2483482
650,4368348,842786,1,842714,Rural,CityC,1535896
627,3106480,1121882,1,387561,Urban,CityA,980653
847,3558619,2377620,0,119945,Semi-Urban,CityA,1572688
590,4074088,1889249,0,580652,Urban,CityD,1577420
567,5223841,3958153,0,542973,Semi-Urban,CityD,2401549
594,4658660,2474089,1,552299,Semi-Urban,CityC,1855135
600,6168389,3982425,0,768618,Semi-Urban,CityD,2825462
650,6017245,1646440,0,785838,Urban,CityA,1983848
750,6401033,3146206,0,290326,Rural,CityB,2267595
768,5444921,3634199,0,524612,Semi-Urban,CityA,2387913
666,7783956,1610483,0,652894,Urban,CityD,2185143
475,8215979,3928153,0,446374,Urban,CityB,3107385
676,4262913,2247454,0,759374,Rural,CityA,1988857
558,3413586,788333,0,552626,Urban,CityA,1102024
614,6150423,3357045,0,573469,Rural,CityB,2550207
569,5881015,866287,1,538580,Urban,CityB,1435875
679,6203790,4005649,0,454015,Semi-Urban,CityA,2422047
606,4253355,1395873,0,720830,Urban,CityB,1686677
704,3463549,1516858,0,583664,Urban,CityB,1582183
683,4765027,1751707,0,785891,Urban,CityA,1837644
633,7604835,2501111,1,228839,Semi-Urban,CityC,2172200
655,4696719,3716870,0,561119,Semi-Urban,CityB,2176451
714,6044124,4323353,0,481654,Urban,CityB,2665633
623,4155644,1294922,1,939621,Urban,CityD,1703791
714,3680381,781908,0,564684,Rural,CityD,1434295
648,3799214,1787605,0,676195,Urban,CityA,1786489
668,1622629,319076,0,457909,Urban,CityD,681150
705,4016778,2228723,0,436636,Semi-Urban,CityD,1928158
743,6325163,1663946,0,615812,Urban,CityC,1993036
686,5064981,848838,1,718737,Semi-Urban,CityA,1574229
654,3730989,430537,1,580856,Urban,CityB,1098571
700,4919617,3450345,0,580826,Rural,CityD,2590931
541,5389720,1077389,0,920083,Urban,CityC,1709421
764,6248499,2387241,1,308732,Rural,CityB,2212178
557,3903000,645927,0,430556,Urban,CityB,1073558
713,4988619,910550,1,441533,Urban,CityC,1446933
610,5499331,1992803,0,566790,Rural,CityD,1993554
685,6580214,1419815,0,706992,Urban,CityD,1887100
641,3123983,1884595,0,613737,Urban,CityB,1634977
671,4541279,854196,1,474515,Rural,CityD,1239216
593,2301742,1420597,1,825399,Urban,CityD,1125081
498,3740525,2577106,0,686330,Urban,CityC,1681668
678,5505701,869221,0,38554,Semi-Urban,CityC,1526205
607,7563812,968581,1,514834,Rural,CityC,2134355
604,4642722,2068207,0,651254,Semi-Urban,CityB,1815401
599,4397608,2289091,0,385817,Urban,CityA,1601203
788,3500807,2026266,0,572854,Urban,CityC,1639350
609,2949815,1282557,0,296419,Urban,CityA,1212261
672,3707426,1780348,0,924339,Urban,CityA,1692975
568,5931076,2874954,1,403929,Rural,CityA,2212529
756,1856200,1113066,0,538873,Urban,CityA,1146810
611,4690912,981867,0,172937,Semi-Urban,CityA,1178773
467,3975263,458029,1,629167,Semi-Urban,CityA,1118326
839,3431736,1563626,0,364434,Urban,CityD,1367469
573,5356826,4111800,0,403097,Semi-Urban,CityB,2513393
741,3811601,448272,0,843260,Urban,CityB,1301892
701,3368596,1781856,0,660032,Semi-Urban,CityA,1694385
695,4124636,1838420,1,502647,Semi-Urban,CityA,1749128
633,2683269,1959155,0,639714,Rural,CityD,1557261
663,2533072,295166,0,366435,Urban,CityC,884717
735,3805006,2137097,0,660337,Urban,CityA,1758974
628,3282245,1835939,0,425518,Rural,CityB,1426764
667,6336682,4553710,1,547396,Rural,CityC,2616411
714,4877131,2319053,0,761252,Urban,CityB,1978796
655,3253915,1898507,0,600737,Rural,CityA,1520184
620,4840957,1882487,0,319025,Rural,CityB,1777140
751,6051699,4106765,0,525254,Urban,CityB,2503207
673,5864603,3398587,0,466661,Semi-Urban,CityD,2310759
641,7571983,1329709,0,200718,Urban,CityD,2128816
595,3796022,751333,0,936086,Urban,CityC,1448297
579,6924399,1458627,0,428597,Urban,CityD,1875960
712,4446345,819806,0,948261,Semi-Urban,CityB,1703473
716,5114511,1335881,0,587870,Urban,CityD,1691538
498,3712327,1471394,0,518878,Semi-Urban,CityA,1182951
606,3442745,1960757,1,898470,Urban,CityA,1643256
717,7725167,2592836,1,312617,Urban,CityD,2279939
819,7836931,3634989,0,730838,Urban,CityA,2849413
800,5443810,3673397,0,611502,Urban,CityC,2570458
715,6251535,4496194,0,794139,Semi-Urban,CityC,2983700
746,5322173,3156824,0,469698,Urban,CityC,2272561
613,7372970,5044168,0,191406,Urban,CityB,3304944
704,2328818,736728,0,840922,Semi-Urban,CityA,1156580
563,7445228,4864950,0,895023,Semi-Urban,CityC,3281415
610,2479818,1839191,0,591414,Urban,CityD,1329295
672,7398576,938760,0,550220,Semi-Urban,CityB,2064163
801,8209878,3381978,0,688110,Urban,CityB,3358277
702,3120321,836091,0,637809,Urban,CityA,1266765
669,3936759,1755050,0,747250,Urban,CityB,1674826
638,4981538,2651339,0,463167,Urban,CityD,1979930
557,6251969,1540071,0,540301,Urban,CityB,2011716
692,1746232,1243490,0,837322,Urban,CityB,1175040
625,4764447,1329872,2,834273,Urban,CityC,1798439
666,5999317,3596749,0,383774,Urban,CityC,2423744
587,6178473,4303683,0,660913,Rural,CityC,2999704
658,5975292,4497531,1,581718,Urban,CityA,2663288
542,4321213,3323058,0,748659,Urban,CityB,1988554
685,4383565,2525550,0,153733,Urban,CityA,1786535
742,4154097,2243062,0,623339,Urban,CityA,1815285
713,8793692,4547886,0,554970,Semi-Urban,CityA,3696502
797,3453914,1518288,0,622248,Semi-Urban,CityA,1593484
672,5363861,1889701,0,880971,Urban,CityB,2098719
685,4524483,518215,0,239768,Semi-Urban,CityB,1153395
686,4754397,2967080,0,354798,Urban,CityC,1930015
588,5481609,2058743,0,568655,Urban,CityB,1785300
800,4127487,1219825,0,413796,Semi-Urban,CityB,1436042
719,5056388,3257688,0,601932,Urban,CityA,2126567
633,4326479,2432287,0,724529,Semi-Urban,CityA,2137918
586,6099942,4494789,1,550780,Urban,CityD,2759524
690,4399021,832868,0,648846,Semi-Urban,CityA,1486210
710,5086398,1870019,1,884131,Semi-Urban,CityA,2079492
659,5007821,2524790,1,866755,Urban,CityD,2081164
663,7827448,2725113,0,293256,Rural,CityC,2704861
636,7780918,2673787,0,479299,Urban,CityB,2542697
649,3200906,1404756,0,1012718,Urban,CityC,1509858
743,3802227,570360,0,521048,Urban,CityB,1323987
748,2808321,356881,0,540126,Semi-Urban,CityD,1109228
544,4416540,3040464,0,671688,Urban,CityA,2049719
659,4808370,505640,0,474064,Urban,CityC,1343951
565,3902813,2312926,1,562618,Urban,CityD,1573384
556,5467812,2252160,0,965244,Semi-Urban,CityC,1942259
691,4174784,3250724,0,833863,Urban,CityB,2216696
591,4863553,3243724,0,872485,Rural,CityC,2147193
429,2145925,814868,0,608432,Rural,CityB,798567
695,5900048,2216535,0,370849,Semi-Urban,CityC,2227726
739,3484792,662166,0,571127,Rural,CityB,1241034
792,4266373,1515476,1,311672,Rural,CityA,1543903
622,5868057,1425508,0,633487,Semi-Urban,CityD,1695937
751,2797522,898704,0,598539,Urban,CityB,1264513
466,6485947,3201600,1,159833,Urban,CityB,1974135
576,5348350,3761699,0,782949,Urban,CityC,2662222
686,5332023,899732,0,748556,Rural,CityC,1665436
683,2839602,1933882,0,482777,Urban,CityC,1308405
742,2942373,2190499,0,666764,Rural,CityA,1573791
716,5051712,1295964,2,630769,Rural,CityD,1603296
644,4496779,1081895,0,634593,Semi-Urban,CityB,1434392
757,4075936,2600058,0,455453,Urban,CityB,2017892
698,4761323,544551,0,696778,Semi-Urban,CityD,1639724
770,3603997,1596428,0,363129,Rural,CityD,1448310
593,4724818,546486,0,427415,Rural,CityC,1367168
671,5753028,3826388,0,459306,Rural,CityA,2664010
619,3608544,422391,0,598248,Rural,CityB,1041129
706,3682431,782103,0,530888,Semi-Urban,CityA,1277680
634,4762212,1296712,0,378057,Semi-Urban,CityC,1607568
632,4247816,3389683,0,369943,Urban,CityB,2138683
557,4821571,1902228,0,745501,Semi-Urban,CityB,1673171
671,5035654,758289,0,707334,Urban,CityB,1455245
728,2349167,646467,1,1279623,Urban,CityC,1446861
720,7312144,2837831,0,804252,Semi-Urban,CityB,2479882
438,4634023,1826648,0,447099,Urban,CityA,1530861
